source_ip,destination_ip,source_port,destination_port,protocol,packet_size,duration,failed_login_attempts,login_success,country,timestamp,attack_type,label
151.61.127.131,172.16.197.244,8565,25,DNS,1332,2.095,1,0,China,29-01-2025 23:33,Normal,0
114.148.194.43,172.16.185.205,32191,8080,HTTP,1400,0.47,0,0,Brazil,21-01-2025 22:11,Normal,0
19.135.237.142,10.0.159.86,56402,4444,HTTPS,1172,116.09,1,1,United Kingdom,02-01-2025 08:44,Malware,1
165.102.120.47,10.0.33.182,3073,1337,HTTPS,2574,109.08,3,1,India,22-01-2025 09:07,Malware,1
128.175.42.133,10.0.36.233,11083,5432,TCP,329,3.833,1,1,Brazil,13-01-2025 12:07,Normal,0
100.26.112.101,10.0.237.2,3031,5432,HTTP,878,2.806,0,1,United Kingdom,01-01-2025 21:58,Normal,0
70.117.26.98,172.16.207.208,58793,5432,HTTPS,949,1.313,0,0,United States,01-01-2025 08:02,Normal,0
63.41.46.195,192.168.251.18,59061,8080,UDP,7789,0.0451,0,0,China,01-01-2025 10:59,DDoS,1
194.152.212.34,172.16.157.209,6734,80,HTTP,1300,3.852,2,1,Netherlands,11-01-2025 07:37,Phishing,1
228.171.31.26,172.16.23.229,54310,4444,HTTPS,4094,207.73,3,0,Ukraine,29-01-2025 02:56,Malware,1
35.122.48.140,192.168.212.117,14117,21,TCP,112,2.994,91,0,China,21-01-2025 06:51,Brute Force,1
176.169.196.194,10.0.25.111,10467,22,TCP,1239,2.274,1,0,Japan,22-01-2025 03:22,Normal,0
125.137.106.10,172.16.45.89,54676,80,HTTP,700,3.143,0,1,Nigeria,18-01-2025 12:12,Normal,0
217.241.119.59,10.0.15.12,61595,25,HTTP,344,4.327,0,0,Ukraine,08-01-2025 04:26,Normal,0
45.97.168.97,10.0.39.133,17511,80,ICMP,4724,0.0359,0,0,Russia,28-01-2025 16:17,DDoS,1
234.12.175.245,172.16.132.233,27327,31916,UDP,56,0.0335,0,0,United States,16-01-2025 17:25,Port Scan,1
85.171.155.238,172.16.184.235,62399,22,SSH,161,1.066,482,0,Canada,11-01-2025 02:54,Brute Force,1
149.28.147.245,192.168.47.81,32252,53,HTTP,765,3.586,0,1,Netherlands,30-01-2025 14:55,Normal,0
237.205.97.63,172.16.197.98,62671,8080,TCP,1399,2.807,0,1,France,25-01-2025 00:49,Normal,0
218.221.87.50,192.168.221.126,15396,48101,TCP,91,0.0036,0,0,Japan,03-01-2025 01:45,Port Scan,1
24.69.212.137,10.0.157.59,63231,8080,HTTP,1266,4.238,0,1,Russia,26-01-2025 23:50,Normal,0
106.249.194.151,192.168.31.216,26393,25,FTP,415,2.667,263,0,Iran,27-01-2025 06:50,Brute Force,1
158.13.131.22,172.16.245.60,14852,22,DNS,973,1.272,0,1,United States,30-01-2025 14:56,Normal,0
84.112.18.3,10.0.84.32,31200,25,DNS,580,2.191,0,0,United Kingdom,01-01-2025 13:56,Normal,0
164.60.52.176,172.16.129.200,53002,443,DNS,769,4.865,1,1,United States,18-01-2025 17:47,Normal,0
235.218.32.117,192.168.237.171,35832,25,DNS,1454,4.094,1,1,Netherlands,13-01-2025 02:20,Normal,0
66.109.26.170,192.168.255.202,16927,3306,HTTP,888,3.289,0,0,Brazil,11-01-2025 08:58,Normal,0
121.42.107.225,172.16.17.8,8429,3389,TCP,254,2.721,82,0,India,26-01-2025 18:26,Brute Force,1
28.223.208.171,172.16.39.1,16222,80,TCP,514,3.895,1,1,Japan,05-01-2025 14:42,Normal,0
138.192.189.140,172.16.112.125,15404,1337,TCP,2104,107.48,3,0,China,21-01-2025 08:11,Malware,1
55.189.49.238,172.16.109.3,23816,8080,TCP,831,45.92,1,1,Russia,12-01-2025 10:01,Malware,1
221.135.197.142,172.16.6.2,46833,80,HTTP,599,2.335,0,1,China,06-01-2025 19:57,Normal,0
47.176.116.112,172.16.83.36,60636,5432,DNS,814,0.946,0,1,United States,04-01-2025 13:19,Normal,0
88.128.197.23,10.0.154.154,44100,23801,UDP,79,0.0365,0,0,United States,16-01-2025 13:05,Port Scan,1
126.83.20.171,172.16.0.150,2869,8080,UDP,7679,0.0819,0,0,Russia,30-01-2025 11:58,DDoS,1
163.222.155.222,172.16.118.167,51114,443,HTTPS,913,0.381,0,0,Iran,16-01-2025 17:16,Normal,0
143.3.113.158,172.16.48.73,40683,443,TCP,6317,0.0102,0,0,Canada,12-01-2025 22:56,DDoS,1
83.161.192.114,10.0.85.39,9607,57538,UDP,56,0.0441,0,0,United States,25-01-2025 06:25,Port Scan,1
78.93.84.198,172.16.49.125,3539,3306,HTTPS,915,0.417,1,0,Germany,08-01-2025 23:56,Normal,0
43.62.137.48,10.0.221.198,56504,22,TCP,576,3.134,1,1,China,25-01-2025 15:50,Normal,0
167.57.23.195,10.0.253.25,62158,5432,HTTPS,983,4.695,0,1,Russia,12-01-2025 05:45,Normal,0
88.180.41.99,10.0.218.87,8506,25,HTTPS,338,12.693,2,1,China,04-01-2025 02:53,Phishing,1
158.249.20.189,10.0.22.10,24854,443,HTTP,915,2.35,1,1,United States,25-01-2025 12:50,Normal,0
101.49.87.35,192.168.132.162,50998,48511,TCP,40,0.0457,0,0,Nigeria,06-01-2025 06:14,Port Scan,1
24.67.67.86,172.16.69.212,12709,8080,HTTPS,486,4.034,0,0,United States,27-01-2025 02:18,Normal,0
48.199.172.76,10.0.66.229,30501,1337,TCP,582,124.44,2,0,France,20-01-2025 22:30,Malware,1
16.217.135.113,10.0.60.208,25349,80,TCP,818,3.679,1,0,Russia,29-01-2025 21:50,Normal,0
153.97.40.42,192.168.84.185,29707,443,HTTPS,3459,78.88,3,1,United States,07-01-2025 08:40,Malware,1
17.114.3.40,172.16.173.27,26316,443,ICMP,7626,0.0251,0,0,United States,08-01-2025 08:43,DDoS,1
118.128.11.41,10.0.127.129,61152,21,SSH,336,2.453,254,0,United States,09-01-2025 02:47,Brute Force,1
116.3.35.124,192.168.95.232,3198,22,SSH,383,1.094,395,0,France,27-01-2025 19:39,Brute Force,1
245.8.40.160,192.168.96.40,53920,25,HTTPS,608,2.566,1,1,United States,01-01-2025 17:49,Normal,0
14.48.30.79,192.168.51.125,9834,22,HTTPS,1106,0.771,1,0,United States,17-01-2025 11:05,Normal,0
174.190.224.233,192.168.237.23,25766,34429,UDP,89,0.0089,0,0,United States,14-01-2025 01:48,Port Scan,1
174.191.116.229,172.16.4.169,16079,53397,TCP,73,0.0256,0,0,United States,12-01-2025 09:43,Port Scan,1
122.7.214.130,10.0.200.15,61713,53,DNS,576,4.119,1,1,United States,06-01-2025 00:42,Normal,0
151.82.99.139,172.16.205.232,17419,6667,HTTPS,1401,256.45,3,1,France,26-01-2025 17:57,Malware,1
133.96.7.44,192.168.13.254,23703,49089,TCP,93,0.0219,0,0,India,30-01-2025 22:19,Port Scan,1
122.75.238.58,172.16.10.66,5039,22,HTTP,972,4.775,0,0,Canada,06-01-2025 04:27,Normal,0
220.136.189.109,192.168.171.27,4972,3306,HTTPS,394,4.451,1,1,Ukraine,18-01-2025 10:53,Normal,0
185.241.77.1,192.168.128.182,37446,80,ICMP,6422,0.0598,0,0,United Kingdom,07-01-2025 14:35,DDoS,1
116.176.35.54,10.0.216.101,2085,397,TCP,47,0.0125,0,0,China,05-01-2025 07:17,Port Scan,1
202.103.58.185,192.168.11.24,38457,53,HTTP,1099,0.983,1,1,India,12-01-2025 12:44,Normal,0
104.85.12.67,10.0.63.206,37032,297,TCP,88,0.03,0,0,Germany,23-01-2025 19:58,Port Scan,1
224.18.43.176,172.16.205.157,11843,25,TCP,502,2.849,405,1,Ukraine,29-01-2025 09:04,Brute Force,1
7.137.155.242,192.168.65.139,23864,25,HTTP,671,3.325,0,1,Canada,05-01-2025 21:33,Normal,0
159.8.186.93,10.0.85.64,12034,443,HTTPS,1370,1.681,1,1,United Kingdom,19-01-2025 21:17,Normal,0
118.239.18.60,10.0.110.90,59747,8080,ICMP,6188,0.0093,0,0,United Kingdom,04-01-2025 09:27,DDoS,1
134.83.40.143,172.16.91.217,21792,80,ICMP,4678,0.0681,0,0,Germany,12-01-2025 05:27,DDoS,1
208.157.139.8,172.16.95.200,31477,5432,HTTP,1307,0.945,1,0,Russia,21-01-2025 13:36,Normal,0
60.132.229.77,172.16.123.12,51561,8080,DNS,874,4.797,1,1,Brazil,15-01-2025 18:41,Normal,0
65.246.68.68,172.16.199.17,61239,21,SSH,237,1.697,264,0,Russia,26-01-2025 23:34,Brute Force,1
249.210.36.223,10.0.164.62,18030,80,HTTP,24714,1347.88,0,1,Brazil,29-01-2025 03:57,Data Exfiltration,1
19.233.55.226,192.168.59.113,39461,25,SSH,188,2.529,143,0,Nigeria,13-01-2025 11:24,Brute Force,1
8.191.97.32,192.168.46.46,27928,443,TCP,3163,0.07,0,0,Germany,12-01-2025 07:05,DDoS,1
184.79.110.75,192.168.253.191,17100,22,TCP,314,2.977,272,0,Germany,18-01-2025 14:03,Brute Force,1
100.129.33.206,10.0.19.84,40372,25,TCP,300,2.407,0,1,United States,01-01-2025 06:35,Normal,0
14.223.84.142,10.0.188.37,21685,443,HTTP,1587,7.08,3,0,Iran,07-01-2025 00:22,Phishing,1
129.77.99.63,10.0.245.62,21110,443,TCP,3523,80.66,1,1,India,26-01-2025 17:22,Malware,1
143.170.161.143,10.0.233.54,15842,22,TCP,201,2.702,0,1,Canada,30-01-2025 07:51,Normal,0
74.250.25.75,192.168.190.218,48289,1337,HTTPS,1715,134.96,3,0,Iran,16-01-2025 10:23,Malware,1
213.179.13.209,172.16.252.172,64575,22,SSH,259,0.683,151,0,United States,25-01-2025 04:55,Brute Force,1
39.13.1.143,192.168.191.5,64055,80,UDP,4314,0.0541,0,0,United Kingdom,23-01-2025 06:09,DDoS,1
221.139.10.228,192.168.94.222,21328,80,UDP,8917,0.0746,0,0,United States,11-01-2025 06:14,DDoS,1
91.102.8.30,192.168.165.110,52856,3306,TCP,640,3.319,1,0,United States,26-01-2025 18:04,Normal,0
217.118.19.233,172.16.30.152,46158,25,FTP,52133,252.19,0,1,United States,17-01-2025 00:26,Data Exfiltration,1
132.207.19.247,172.16.125.53,35061,4444,HTTP,563,74.12,1,0,India,24-01-2025 05:17,Malware,1
66.210.186.75,172.16.190.199,57904,80,DNS,459,2.433,1,1,India,15-01-2025 23:58,Normal,0
1.217.118.227,192.168.45.217,5806,443,HTTPS,854,2.974,1,1,France,15-01-2025 06:01,Normal,0
158.107.176.107,172.16.246.202,32262,22,TCP,191,2.658,30,0,Ukraine,16-01-2025 16:22,Brute Force,1
152.34.237.212,192.168.223.75,8734,25,DNS,1339,4.905,1,0,India,26-01-2025 18:12,Normal,0
94.229.41.126,172.16.248.29,45772,3306,HTTPS,262,3.463,0,0,India,30-01-2025 05:25,Normal,0
164.153.223.228,172.16.46.202,17225,22,HTTP,956,0.446,0,1,Brazil,06-01-2025 14:42,Normal,0
230.20.144.58,172.16.176.242,11539,22,HTTP,493,4.064,0,1,United Kingdom,14-01-2025 21:28,Normal,0
194.164.82.8,172.16.33.244,36650,8080,HTTPS,294,2.105,1,1,France,07-01-2025 09:51,Normal,0
123.218.55.2,10.0.52.27,4836,25,HTTPS,1425,2.013,1,0,Canada,18-01-2025 04:11,Normal,0
12.175.70.13,172.16.59.82,9158,443,ICMP,2250,0.0299,0,0,Ukraine,27-01-2025 18:36,DDoS,1
230.164.237.26,10.0.191.14,23997,53,DNS,359,3.031,1,1,Russia,08-01-2025 01:33,Normal,0
186.105.236.218,172.16.2.70,34883,8080,DNS,1293,3.975,0,1,Germany,26-01-2025 03:52,Normal,0
76.38.204.84,172.16.211.57,20705,80,TCP,2149,0.0595,0,0,Brazil,29-01-2025 13:53,DDoS,1
153.241.141.209,172.16.13.93,43165,22147,TCP,63,0.0364,0,0,United States,28-01-2025 14:08,Port Scan,1
3.82.177.3,172.16.168.55,31522,21074,TCP,75,0.0042,0,0,Brazil,06-01-2025 22:29,Port Scan,1
202.44.189.254,10.0.146.3,49309,3306,DNS,678,1.519,0,1,United Kingdom,05-01-2025 10:40,Normal,0
113.236.72.215,172.16.41.77,58411,80,TCP,3664,0.0838,0,0,United States,04-01-2025 00:30,DDoS,1
39.125.57.54,10.0.187.13,47797,25,DNS,585,1.867,1,1,Ukraine,05-01-2025 23:06,Normal,0
140.30.22.166,172.16.59.43,49371,53,TCP,942,4.271,0,1,Russia,26-01-2025 18:45,Normal,0
136.75.72.235,172.16.87.51,15879,25,TCP,1247,0.64,1,0,Russia,05-01-2025 20:11,Normal,0
219.77.194.204,10.0.100.161,54222,5432,TCP,1454,0.277,0,0,China,17-01-2025 20:05,Normal,0
50.12.32.77,172.16.187.122,34257,443,DNS,964,4.52,0,0,Nigeria,27-01-2025 15:25,Normal,0
195.188.74.247,192.168.197.144,13893,25,HTTP,45542,658.71,0,1,India,10-01-2025 17:57,Data Exfiltration,1
42.211.5.91,192.168.197.83,2720,23259,UDP,73,0.0219,0,0,China,29-01-2025 14:29,Port Scan,1
133.251.156.50,192.168.116.166,31531,1337,HTTP,2234,152.54,2,1,Japan,14-01-2025 13:19,Malware,1
150.214.127.205,172.16.79.196,54809,80,HTTPS,1180,0.138,1,1,China,11-01-2025 11:29,Normal,0
104.152.196.92,172.16.75.112,44337,53,DNS,905,2.094,0,0,China,08-01-2025 03:32,Normal,0
43.73.10.83,10.0.78.223,26295,21,HTTP,20530,882.02,0,1,Brazil,05-01-2025 03:15,Data Exfiltration,1
108.124.205.253,10.0.4.145,52605,4444,HTTPS,2124,197.34,2,0,United States,16-01-2025 19:37,Malware,1
118.169.222.109,172.16.215.69,2361,8080,TCP,3992,0.0384,0,0,United Kingdom,02-01-2025 19:32,DDoS,1
59.71.238.121,10.0.186.210,59354,22,TCP,220,2.658,296,0,United States,28-01-2025 08:41,Brute Force,1
209.206.27.219,172.16.5.31,55148,39842,UDP,60,0.0311,0,0,Netherlands,24-01-2025 15:49,Port Scan,1
168.172.52.86,10.0.216.33,22699,24573,TCP,77,0.0089,0,0,Netherlands,03-01-2025 21:26,Port Scan,1
112.5.118.236,192.168.160.148,29157,53,HTTP,435,2.085,1,0,Brazil,03-01-2025 01:17,Normal,0
127.111.224.246,192.168.87.12,12501,443,HTTP,1040,80.25,1,1,United States,30-01-2025 07:52,Malware,1
100.75.25.143,10.0.98.212,29746,5432,DNS,1119,2.89,1,0,Canada,18-01-2025 08:26,Normal,0
165.121.63.62,10.0.115.50,35274,8080,TCP,958,30.49,2,1,Germany,20-01-2025 03:24,Malware,1
228.103.191.113,10.0.173.250,13267,32606,UDP,99,0.0401,0,0,Germany,22-01-2025 05:05,Port Scan,1
40.89.175.92,10.0.104.143,9631,8080,HTTPS,970,1.729,1,1,China,11-01-2025 14:33,Normal,0
237.199.36.208,10.0.205.48,46258,22,SSH,98,2.19,439,0,China,17-01-2025 05:19,Brute Force,1
173.80.58.207,192.168.75.7,4052,31139,TCP,69,0.0213,0,0,China,12-01-2025 09:38,Port Scan,1
183.223.248.244,192.168.7.54,29571,4444,HTTP,2641,52.86,0,1,Russia,15-01-2025 20:33,Malware,1
103.216.53.27,10.0.95.67,15432,80,HTTP,827,11.04,2,1,Japan,08-01-2025 04:13,Phishing,1
140.3.212.185,172.16.189.55,8068,5432,DNS,297,1.932,1,1,Russia,17-01-2025 02:15,Normal,0
78.114.98.187,172.16.81.25,4532,25,HTTP,1166,11.386,3,0,Russia,01-01-2025 00:00,Phishing,1
128.8.101.236,192.168.107.252,12322,443,HTTP,42884,1029.26,0,1,Germany,27-01-2025 16:27,Data Exfiltration,1
250.240.41.159,172.16.79.69,57715,22,HTTPS,865,3.896,1,1,Nigeria,26-01-2025 08:46,Normal,0
111.54.77.133,172.16.191.208,60320,80,TCP,516,1.323,0,1,Iran,10-01-2025 01:47,Normal,0
217.13.85.39,192.168.154.140,36735,443,TCP,2068,247.38,3,0,United States,19-01-2025 18:22,Malware,1
110.127.84.136,192.168.198.146,52184,3389,FTP,437,2.43,390,0,Nigeria,11-01-2025 06:12,Brute Force,1
156.75.180.132,192.168.74.4,11086,8080,HTTP,716,1.408,0,0,Canada,15-01-2025 03:29,Normal,0
157.108.1.151,172.16.100.181,64846,8080,HTTP,1340,82.94,0,0,India,29-01-2025 21:34,Malware,1
224.235.1.173,172.16.225.12,63122,443,TCP,514,3.229,0,0,Canada,18-01-2025 09:51,Normal,0
41.38.227.72,10.0.4.67,11281,64308,UDP,72,0.0491,0,0,Germany,15-01-2025 00:45,Port Scan,1
142.33.50.108,172.16.194.174,50053,5432,DNS,1322,4.185,1,1,Japan,15-01-2025 08:27,Normal,0
152.155.186.93,192.168.229.47,1748,25,DNS,232,0.115,1,1,Ukraine,17-01-2025 00:29,Normal,0
104.160.197.253,10.0.213.157,1712,3306,HTTP,511,4.286,0,0,China,05-01-2025 16:27,Normal,0
112.156.252.131,192.168.197.231,38811,22,FTP,287,0.504,493,0,United States,16-01-2025 05:27,Brute Force,1
30.161.239.121,192.168.103.69,1745,4444,HTTP,1824,164.59,3,1,Canada,08-01-2025 05:04,Malware,1
104.233.26.142,172.16.159.90,13019,5432,HTTP,494,1.557,0,1,China,15-01-2025 21:15,Normal,0
251.66.196.225,10.0.71.241,9148,443,TCP,4377,0.086,0,0,Canada,23-01-2025 23:23,DDoS,1
207.35.57.132,172.16.251.136,34359,29020,UDP,62,0.0219,0,0,South Korea,21-01-2025 22:38,Port Scan,1
47.244.55.88,10.0.98.58,10039,5432,TCP,1239,3.877,0,1,United States,15-01-2025 23:51,Normal,0
53.232.108.221,192.168.71.82,9330,80,HTTP,1425,4.352,0,0,Japan,19-01-2025 15:11,Normal,0
30.59.105.121,10.0.71.107,46927,3389,FTP,176,2.102,135,0,Germany,14-01-2025 14:50,Brute Force,1
114.3.59.147,10.0.192.249,17272,53,DNS,490,0.189,0,1,China,28-01-2025 05:09,Normal,0
48.233.158.107,10.0.132.78,45837,80,HTTPS,1870,10.849,5,1,Germany,16-01-2025 04:41,Phishing,1
80.138.179.173,10.0.169.60,38370,53,HTTPS,1305,4.903,1,0,Ukraine,22-01-2025 22:44,Normal,0
77.9.110.197,172.16.101.221,42686,443,DNS,1050,3.269,1,1,South Korea,09-01-2025 15:37,Normal,0
205.110.171.253,172.16.245.200,54509,8080,DNS,272,1.771,0,0,Brazil,22-01-2025 16:48,Normal,0
36.238.209.75,172.16.220.111,37744,80,TCP,895,4.544,0,0,Japan,04-01-2025 18:39,Normal,0
187.3.60.24,192.168.7.127,15257,5432,DNS,960,2.372,0,1,China,22-01-2025 06:47,Normal,0
122.144.211.193,172.16.4.30,44863,3306,HTTPS,281,3.445,1,1,China,26-01-2025 18:04,Normal,0
129.123.119.169,192.168.65.203,14988,4444,HTTPS,2862,74.73,3,0,India,11-01-2025 13:40,Malware,1
65.223.21.54,172.16.44.188,62720,53,DNS,1053,2.251,1,0,Russia,08-01-2025 21:51,Normal,0
146.202.104.86,10.0.178.41,22607,443,DNS,997,1.666,0,1,United Kingdom,10-01-2025 04:25,Normal,0
58.201.253.26,192.168.34.112,43023,8080,TCP,1082,2.35,0,1,United States,15-01-2025 04:05,Normal,0
64.76.197.33,10.0.1.63,24930,4964,TCP,45,0.0474,0,0,Brazil,27-01-2025 15:03,Port Scan,1
233.201.26.174,10.0.77.4,40948,4444,HTTP,2944,79.15,3,1,China,09-01-2025 17:35,Malware,1
208.124.203.141,172.16.192.132,40185,21,FTP,225,0.775,265,0,United States,20-01-2025 17:47,Brute Force,1
86.77.162.83,10.0.34.72,48292,443,HTTP,604,4.679,0,1,China,10-01-2025 12:32,Normal,0
165.134.48.98,192.168.205.191,3370,4444,HTTPS,2375,101.46,3,1,France,16-01-2025 09:21,Malware,1
165.186.227.189,172.16.181.72,4741,8080,DNS,467,1.211,1,0,Japan,19-01-2025 09:38,Normal,0
164.230.78.24,192.168.53.173,37259,8080,TCP,582,1.075,1,1,United States,22-01-2025 22:04,Normal,0
59.191.22.117,172.16.128.247,43945,8080,TCP,782,0.559,1,1,Germany,03-01-2025 15:53,Normal,0
29.33.49.126,10.0.129.94,40229,6667,HTTP,3265,39.71,1,0,India,28-01-2025 16:04,Malware,1
139.189.210.87,172.16.43.52,10148,25,HTTPS,1970,3.284,3,1,Germany,06-01-2025 03:53,Phishing,1
112.31.58.57,192.168.121.192,26161,8080,DNS,359,0.294,0,1,Russia,17-01-2025 21:11,Normal,0
215.226.108.33,10.0.139.253,33486,58628,TCP,83,0.0026,0,0,Ukraine,21-01-2025 12:09,Port Scan,1
240.166.52.117,172.16.17.161,5157,5432,TCP,831,3.524,1,0,Russia,06-01-2025 13:33,Normal,0
36.102.156.199,172.16.168.124,64873,22,DNS,1057,2.847,0,0,Russia,01-01-2025 21:13,Normal,0
2.96.67.15,192.168.190.6,14447,6667,HTTP,4024,209.95,1,0,Russia,20-01-2025 22:44,Malware,1
30.142.145.33,192.168.241.19,4947,8080,TCP,5454,0.0105,0,0,China,27-01-2025 13:29,DDoS,1
138.114.72.77,192.168.70.127,47299,22105,UDP,74,0.032,0,0,China,22-01-2025 20:01,Port Scan,1
68.20.181.230,192.168.235.207,7727,22,HTTP,710,3.955,0,1,Brazil,01-01-2025 23:31,Normal,0
216.239.193.184,192.168.217.220,14275,25,TCP,263,2.752,235,1,China,11-01-2025 23:36,Brute Force,1
137.95.202.220,10.0.167.124,47238,53,HTTP,639,0.121,0,1,United Kingdom,24-01-2025 20:11,Normal,0
62.59.1.218,192.168.141.106,32746,443,ICMP,6514,0.0748,0,0,South Korea,02-01-2025 14:59,DDoS,1
154.121.43.253,10.0.191.43,44201,53,TCP,997,3.148,1,0,India,11-01-2025 16:16,Normal,0
226.146.8.45,192.168.102.215,4800,29914,TCP,98,0.0187,0,0,China,26-01-2025 10:50,Port Scan,1
106.66.49.52,172.16.163.87,13349,12811,TCP,58,0.0286,0,0,Iran,01-01-2025 02:24,Port Scan,1
149.38.45.181,172.16.182.189,33377,21,FTP,46822,329.66,0,1,Russia,07-01-2025 10:47,Data Exfiltration,1
107.46.126.233,172.16.125.8,8846,25,SSH,370,2.364,317,0,Ukraine,14-01-2025 23:10,Brute Force,1
134.192.54.254,10.0.110.1,15660,22,HTTP,1345,3.806,1,1,Russia,10-01-2025 15:28,Normal,0
247.185.125.201,192.168.28.221,59777,21,SSH,272,2.742,363,0,United States,03-01-2025 01:12,Brute Force,1
144.139.26.40,172.16.161.100,10143,443,DNS,963,4.406,1,0,China,10-01-2025 12:07,Normal,0
37.32.11.2,172.16.201.138,36906,443,TCP,7530,0.0744,0,0,South Korea,27-01-2025 22:42,DDoS,1
87.36.235.111,172.16.182.16,56557,3389,TCP,319,2.722,364,0,China,21-01-2025 02:13,Brute Force,1
202.100.165.61,10.0.158.81,36086,21,TCP,382,2.472,400,0,United Kingdom,27-01-2025 21:33,Brute Force,1
239.27.99.129,172.16.53.211,57495,80,TCP,1107,2.606,1,1,China,10-01-2025 14:55,Normal,0
233.58.105.89,192.168.126.179,47788,5432,HTTPS,1233,4.581,1,0,Brazil,23-01-2025 00:22,Normal,0
39.86.202.168,172.16.171.59,63261,3389,FTP,211,0.798,461,0,China,04-01-2025 02:24,Brute Force,1
27.10.107.184,10.0.183.78,18773,37104,TCP,91,0.048,0,0,United States,21-01-2025 17:16,Port Scan,1
242.244.246.93,192.168.227.44,19442,4444,TCP,3007,57.61,3,1,Ukraine,16-01-2025 16:28,Malware,1
119.5.172.27,10.0.110.132,39868,80,HTTP,804,2.077,1,1,United States,23-01-2025 09:57,Normal,0
252.66.252.218,10.0.197.49,48489,443,TCP,3109,0.0922,0,0,United States,09-01-2025 18:41,DDoS,1
174.166.171.152,10.0.101.155,4591,8080,HTTPS,802,3.782,1,1,South Korea,21-01-2025 23:55,Normal,0
228.210.70.216,10.0.255.165,45785,3389,TCP,158,2.919,254,0,France,07-01-2025 18:14,Brute Force,1
204.225.197.238,10.0.184.108,39898,80,HTTPS,599,2.054,1,1,Brazil,15-01-2025 06:23,Normal,0
175.69.190.56,192.168.151.155,12915,80,ICMP,5641,0.0869,0,0,Nigeria,11-01-2025 06:13,DDoS,1
116.71.98.200,192.168.32.185,42168,8080,DNS,1450,2.708,1,0,United Kingdom,30-01-2025 21:12,Normal,0
216.73.129.2,192.168.60.163,42769,3306,HTTP,913,0.652,0,0,Iran,23-01-2025 07:30,Normal,0
13.230.98.139,10.0.75.76,26008,8080,ICMP,7922,0.059,0,0,United States,17-01-2025 20:28,DDoS,1
40.192.68.226,172.16.125.176,61840,443,TCP,1396,289.3,0,0,China,21-01-2025 10:40,Malware,1
121.138.94.78,10.0.177.82,2202,443,HTTP,1321,3.832,0,1,South Korea,30-01-2025 11:15,Normal,0
7.68.157.210,172.16.89.7,52635,80,TCP,248,0.854,1,1,Russia,11-01-2025 07:02,Normal,0
17.38.29.173,10.0.159.121,10114,8080,HTTPS,633,1.588,0,1,Netherlands,20-01-2025 04:48,Normal,0
222.190.170.76,10.0.212.211,11344,22,HTTPS,571,1.889,0,0,Russia,11-01-2025 04:27,Normal,0
30.2.80.239,192.168.44.86,31621,80,ICMP,7676,0.0662,0,0,Japan,26-01-2025 08:34,DDoS,1
100.36.151.115,172.16.76.64,24443,3306,TCP,1289,4.68,1,1,China,16-01-2025 21:39,Normal,0
157.26.162.122,10.0.183.38,61226,443,TCP,8080,0.0061,0,0,United States,04-01-2025 08:49,DDoS,1
146.126.57.163,192.168.125.183,33242,25,TCP,749,3.38,1,0,Nigeria,27-01-2025 21:43,Normal,0
149.87.31.155,172.16.14.151,21528,50644,TCP,62,0.0194,0,0,Brazil,01-01-2025 08:00,Port Scan,1
233.109.23.112,10.0.178.59,18661,443,UDP,2695,0.0177,0,0,Russia,22-01-2025 14:50,DDoS,1
179.245.53.8,192.168.137.19,54839,3389,FTP,271,1.346,116,0,Japan,03-01-2025 05:48,Brute Force,1
